1.101101,0.40829822421073914, 0.5132201910018921,0.4403410255908966, 0.5683615207672119, Comcast,0.8888186812400818
1.201201,0.4037575423717499, 0.5133064985275269,0.44399315118789673, 0.570745587348938, Comcast,0.8888186812400818
1.301301,0.4008985757827759, 0.512866199016571,0.45147904753685, 0.5777418613433838, Comcast,0.8888186812400818
1.401401,0.4031809866428375, 0.5162935853004456,0.45109450817108154, 0.576377809047699, Comcast,0.8888186812400818
1.501501,0.40231800079345703, 0.5139519572257996,0.45435163378715515, 0.5831487774848938, Comcast,0.8888186812400818
1.601601,0.4021472930908203, 0.5132125616073608,0.4560895562171936, 0.5865004062652588, Comcast,0.8888186812400818
1.701701,0.40597912669181824, 0.516605019569397,0.45376402139663696, 0.5827877521514893, Comcast,0.8888186812400818
1.801801,0.40672966837882996, 0.517629861831665,0.45490336418151855, 0.5836182832717896, Comcast,0.8888186812400818
1.901901,0.40782269835472107, 0.5182991027832031,0.45440593361854553, 0.5817117691040039, Comcast,0.8888186812400818
2.002002,0.4055740237236023, 0.5152121782302856,0.46030494570732117, 0.588068425655365, Comcast,0.8888186812400818
2.102102,0.4074016511440277, 0.5178900361061096,0.46204492449760437, 0.59003746509552, Comcast,0.8888186812400818
2.202202,0.4089241623878479, 0.5197902917861938,0.4639177918434143, 0.59285968542099, Comcast,0.8888186812400818
2.302302,0.41091856360435486, 0.5202228426933289,0.46404558420181274, 0.5942843556404114, Comcast,0.8888186812400818
2.402402,0.41038864850997925, 0.5217963457107544,0.4646832346916199, 0.5947537422180176, Comcast,0.8888186812400818
2.502502,0.4104193150997162, 0.5222263932228088,0.46451497077941895, 0.5940157771110535, Comcast,0.8888186812400818
2.602602,0.4099832773208618, 0.5215081572532654,0.4680798053741455, 0.5965120792388916, Comcast,0.8888186812400818
2.402402,0.43859970569610596, 0.3963049352169037,0.6012859344482422, 0.4793984591960907, Comcast,0.924738883972168
2.502502,0.43929213285446167, 0.39660656452178955,0.5987169742584229, 0.48394614458084106, Comcast,0.924738883972168
2.602602,0.4376446604728699, 0.3677573502063751,0.6015351414680481, 0.48848757147789, Comcast,0.924738883972168
2.702702,0.4389258921146393, 0.3624994456768036,0.6017152070999146, 0.48896700143814087, Comcast,0.924738883972168
2.802802,0.44074150919914246, 0.3656198978424072,0.5988125801086426, 0.487482488155365, Comcast,0.924738883972168
2.902902,0.4416436553001404, 0.36985570192337036,0.5963109135627747, 0.48865336179733276, Comcast,0.924738883972168
